name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Jenson Brooksby,USA,2025,21,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Brooksby_RG21_%2842%29_%2851376192761%29.jpg/330px-Brooksby_RG21_%2842%29_%2851376192761%29.jpg
Kamil Majchrzak,POL,2025,15,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Majchrzak_RG21_%282%29_%2851376823294%29.jpg/330px-Majchrzak_RG21_%282%29_%2851376823294%29.jpg
Stan Wawrinka,SUI,2025,4,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Wawrinka_RG19_%2816%29_%2848199015787%29.jpg/330px-Wawrinka_RG19_%2816%29_%2848199015787%29.jpg
Thiago Seyboth Wild,BRA,2025,6,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Thiago_Seyboth_Wild_-_2024_Olympics_%28cropped%29.jpg/330px-Thiago_Seyboth_Wild_-_2024_Olympics_%28cropped%29.jpg
Corentin Moutet,FRA,2025,33,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg
Camilo Ugo Carabelli,ARG,2025,19,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ugo_Carabelli_RGQ22_%282%29_%2852129754339%29.jpg/330px-Ugo_Carabelli_RGQ22_%282%29_%2852129754339%29.jpg
Daniil Medvedev,RUS,2025,43,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Danill_Medvedev_Miami_2019_%28cropped%29.jpg/330px-Danill_Medvedev_Miami_2019_%28cropped%29.jpg
Hugo Gaston,FRA,2025,8,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Gaston_BOR22_%2852084213579%29_%28edited%29.jpg/330px-Gaston_BOR22_%2852084213579%29_%28edited%29.jpg
Jack Draper,GBR,2025,30,10,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Draper_MCM23_%2855%29_%2852883527225%29.jpg/330px-Draper_MCM23_%2855%29_%2852883527225%29.jpg
Damir Dzumhur,BIH,2025,21,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Dzumhur_WMQ23_%2853062101320%29.jpg/330px-Dzumhur_WMQ23_%2853062101320%29.jpg
Carlos Alcaraz,ESP,2025,71,9,8,2,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg/330px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg
Nikoloz Basilashvili,GEO,2025,7,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Basilashvili_RG18_%2828110477447%29.jpg/330px-Basilashvili_RG18_%2828110477447%29.jpg
Quentin Halys,FRA,2025,12,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Halys_BOR22_%2852084206029%29.jpg/330px-Halys_BOR22_%2852084206029%29.jpg
Jacob Fearnley,GBR,2025,16,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Jacob_Fearnley.jpg/330px-Jacob_Fearnley.jpg
Jesper De Jong,NED,2025,17,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/De_Jong_WMQ23_%2853061896384%29.jpg/330px-De_Jong_WMQ23_%2853061896384%29.jpg
Mattia Bellucci,ITA,2025,12,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mattia_Bellucci_%282024_DC_Open%29_02_%28cropped%29.jpg/330px-Mattia_Bellucci_%282024_DC_Open%29_02_%28cropped%29.jpg
Ethan Quinn,USA,2025,12,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ethan_Quinn_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Ethan_Quinn_%282023_US_Open%29_02_%28cropped%29.jpg
Laslo Djere,SRB,2025,13,14,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Djere_MCM22_%283%29_%2852036938695%29_edited.jpg/330px-Djere_MCM22_%283%29_%2852036938695%29_edited.jpg
Juan Manuel Cerundolo,ARG,2025,8,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cerundolo_JM._RGQ22_%283%29_%2852128606242%29.jpg/330px-Cerundolo_JM._RGQ22_%283%29_%2852128606242%29.jpg
Mackenzie Mcdonald,USA,2025,10,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mackie_McDonald_%282023_DC_Open%29_01.jpg/330px-Mackie_McDonald_%282023_DC_Open%29_01.jpg
Hamad Medjedovic,SRB,2025,17,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Medjedovic_RGQ23.jpg/330px-Medjedovic_RGQ23.jpg
Raphael Collignon,BEL,2025,9,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Collignon_WMQ23_%2853061896279%29.jpg/330px-Collignon_WMQ23_%2853061896279%29.jpg
Marin Cilic,CRO,2025,8,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Cilic_MCM22_%2822%29_%2852036669749%29.jpg/330px-Cilic_MCM22_%2822%29_%2852036669749%29.jpg
Chun Hsin Tseng,TPE,2025,5,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Tseng_WMQ23_%2853061681091%29.jpg/330px-Tseng_WMQ23_%2853061681091%29.jpg
Marton Fucsovics,HUN,2025,20,13,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg/330px-M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg
Filip Misolic,AUT,2025,9,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Misolic_WMQ22_%2810%29_%2852191620475%29.jpg/330px-Misolic_WMQ22_%2810%29_%2852191620475%29.jpg
Valentin Vacherot,MON,2025,15,4,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Valentin_Vacherot_Basel_2025_%28cropped%29.jpg/330px-Valentin_Vacherot_Basel_2025_%28cropped%29.jpg
Vit Kopriva,CZE,2025,9,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kopriva_WMQ23_%2853061122317%29.jpg/330px-Kopriva_WMQ23_%2853061122317%29.jpg
Sebastian Ofner,AUT,2025,9,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ofner_RGQ23.jpg/330px-Ofner_RGQ23.jpg
Valentin Royer,FRA,2025,10,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Royer_MLC22.jpg/330px-Royer_MLC22.jpg
Terence Atmane,FRA,2025,7,10,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Terence_Atmane_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Terence_Atmane_%282024_DC_Open%29_01_%28cropped%29.jpg
