name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Alan Ogg,MIA,1991,C,31,1.7,1.6,0.1,0.2,0.9,0.436,0.0,0.455,
Alan Ogg,MIA,1992,C,43,2.5,1.7,0.2,0.1,0.7,0.548,0.0,0.556,
Alan Sawyer,WSC,1951,F,33,6.6,3.7,0.8,0.0,0.0,0.37,0.0,0.422,
Albert King,NJN,1982,F,76,12.1,4.1,1.9,0.8,0.5,0.482,0.231,0.517,
Albert King,NJN,1983,F,79,17.0,5.8,3.7,1.2,0.5,0.475,0.261,0.508,
Albert King,NJN,1984,F,79,14.7,4.9,2.6,1.2,0.4,0.492,0.136,0.541,
Albert King,NJN,1985,F,42,12.8,3.8,1.4,1.0,0.2,0.491,0.0,0.531,
Albert King,NJN,1986,F,73,14.3,5.0,2.5,0.8,0.3,0.456,0.174,0.498,
Albert King,NJN,1987,F,61,9.5,3.5,1.7,0.6,0.5,0.426,0.406,0.472,
Albert King,PHI,1988,F,72,7.2,3.0,1.5,0.5,0.2,0.391,0.347,0.442,
Albert King,SA,1989,F,46,7.1,3.0,1.7,0.6,0.2,0.431,0.25,0.47,
Alec Kessler,MIA,1991,C,78,6.2,4.3,0.4,0.2,0.3,0.425,0.0,0.462,
Alec Kessler,MIA,1992,F,77,5.3,4.1,0.4,0.2,0.4,0.413,0.0,0.473,
Alec Kessler,MIA,1993,F,40,3.9,2.3,0.3,0.1,0.3,0.467,0.455,0.543,
Alec Kessler,MIA,1994,F,15,2.2,0.7,0.1,0.1,0.1,0.44,0.556,0.579,
Alex Blackwell,LAL,1993,F,27,1.3,0.9,0.3,0.1,0.1,0.333,0.0,0.373,
Alex Bradley,NY,1982,F,39,3.5,1.7,0.3,0.3,0.1,0.524,0.0,0.552,
Alex English,MIL,1977,F,60,5.2,2.8,0.4,0.3,0.3,0.477,0.0,0.511,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,MIL,1978,F,82,9.6,4.8,1.6,0.5,0.7,0.542,0.0,0.568,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,IND,1979,F,81,16.0,8.1,3.3,0.9,1.0,0.511,0.0,0.54,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,,1980,F,78,16.9,7.8,2.9,0.9,0.8,0.497,0.333,0.536,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,IND,1980,F,54,14.9,7.0,2.6,0.8,0.6,0.504,0.0,0.539,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1980,F,24,21.3,9.4,3.4,1.2,1.2,0.485,0.667,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1981,F,81,23.8,8.0,3.6,1.3,1.2,0.494,0.6,0.549,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1982,F,82,25.4,6.8,5.3,1.1,1.5,0.551,0.0,0.596,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1983,F,82,28.4,7.3,4.8,1.4,1.5,0.516,0.167,0.561,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1984,F,82,26.4,5.7,5.0,1.0,1.2,0.529,0.143,0.57,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1985,F,81,27.9,5.7,4.2,1.2,0.6,0.518,0.2,0.561,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1986,F,81,29.8,5.0,4.0,0.9,0.4,0.504,0.2,0.562,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1987,F,82,28.6,4.2,5.1,0.9,0.3,0.503,0.267,0.549,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1988,F,80,25.0,4.7,4.7,0.9,0.3,0.495,0.0,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1989,F,82,26.5,4.0,4.7,0.8,0.1,0.491,0.25,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DEN,1990,F,80,17.9,3.6,2.8,0.6,0.3,0.491,0.4,0.522,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex English,DAL,1991,F,79,9.7,3.2,1.3,0.5,0.3,0.439,0.0,0.48,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Alex_English.jpg/330px-Alex_English.jpg
Alex Groza,INO,1950,C,64,23.4,0.0,2.5,0.0,0.0,0.478,0.0,0.548,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alex_Groza.jpg/330px-Alex_Groza.jpg
Alex Groza,INO,1951,C,66,21.7,10.7,2.4,0.0,0.0,0.47,0.0,0.552,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alex_Groza.jpg/330px-Alex_Groza.jpg
Alex Hannum,SYR,1950,F,64,7.5,0.0,2.0,0.0,0.0,0.363,0.0,0.423,
Alex Hannum,SYR,1951,F,63,7.5,4.8,1.9,0.0,0.0,0.368,0.0,0.406,
Alex Hannum,,1952,F,66,6.6,5.1,2.0,0.0,0.0,0.368,0.0,0.419,
Alex Hannum,ROC,1953,F,68,5.1,4.1,1.2,0.0,0.0,0.358,0.0,0.413,
Alex Hannum,ROC,1954,F,72,6.3,4.9,1.5,0.0,0.0,0.348,0.0,0.393,
Alex Hannum,MLH,1955,F,53,5.9,4.6,2.0,0.0,0.0,0.352,0.0,0.386,
Alex Hannum,STL,1956,F,71,5.4,4.8,2.2,0.0,0.0,0.322,0.0,0.37,
Alex Hannum,,1957,F,59,3.2,2.7,0.5,0.0,0.0,0.345,0.0,0.386,
Alex Stivrins,,1993,F,19,2.2,1.0,0.2,0.1,0.1,0.487,0.0,0.503,
Alex Stivrins,PHX,1993,F,10,2.2,0.8,0.1,0.1,0.1,0.611,0.0,0.611,
Alexander Volkov,ATL,1990,C,72,5.0,1.7,1.2,0.5,0.3,0.482,0.382,0.53,
Alexander Volkov,ATL,1992,C,77,8.6,3.4,3.2,0.9,0.4,0.441,0.318,0.504,
Alfred McGuire,NY,1952,G,59,3.5,2.1,1.8,0.0,0.0,0.431,0.0,0.471,
Alfred McGuire,NY,1953,G,58,6.1,2.9,2.5,0.0,0.0,0.39,0.0,0.469,
Alfred McGuire,NY,1954,G,64,2.7,1.9,1.6,0.0,0.0,0.328,0.0,0.369,
Alfred McGuire,BLB,1955,G,10,2.3,0.9,0.8,0.0,0.0,0.281,0.0,0.328,
Alfredrick Hughes,SA,1986,G,68,5.2,1.7,0.9,0.4,0.1,0.409,0.176,0.435,
Allan Bristow,PHI,1974,F,55,4.7,3.0,1.7,0.5,0.0,0.4,0.0,0.437,
Allan Bristow,PHI,1975,F,72,6.2,3.5,1.4,0.3,0.0,0.415,0.0,0.486,
Allan Bristow,SA,1977,F,82,11.4,4.2,2.9,1.1,0.0,0.489,0.0,0.544,
Allan Bristow,SA,1978,F,82,8.1,3.1,2.4,0.8,0.0,0.478,0.0,0.529,
Allan Bristow,SA,1979,F,74,6.4,3.3,3.1,0.8,0.2,0.492,0.0,0.562,
Allan Bristow,UTAH,1980,F,82,11.6,6.2,4.2,1.1,0.1,0.48,0.286,0.534,
Allan Bristow,UTAH,1981,F,82,8.7,5.2,4.7,0.8,0.0,0.444,0.278,0.511,
Allan Bristow,DAL,1982,F,82,7.0,4.1,5.5,0.8,0.1,0.437,0.167,0.502,
Allan Bristow,DAL,1983,F,37,2.8,1.6,1.9,0.2,0.0,0.444,0.462,0.494,
Allan Houston,DET,1994,G,79,8.5,1.5,1.3,0.4,0.2,0.405,0.299,0.465,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,DET,1995,G,76,14.5,2.2,2.2,0.8,0.2,0.463,0.424,0.589,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,DET,1996,G,82,19.7,3.7,3.0,0.7,0.2,0.453,0.427,0.576,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,NY,1997,G,81,14.8,3.0,2.2,0.5,0.2,0.423,0.385,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,NY,1998,G,82,18.4,3.3,2.6,0.8,0.3,0.447,0.385,0.53,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,NY,1999,G,50,16.3,3.0,2.7,0.7,0.2,0.418,0.407,0.515,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,NY,2000,G,82,19.7,3.3,2.7,0.8,0.2,0.483,0.436,0.569,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allan Houston,NY,2001,G,78,18.7,3.6,2.2,0.7,0.1,0.449,0.381,0.543,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Allan_Houston_2010.jpg/330px-Allan_Houston_2010.jpg
Allen Iverson,PHI,1997,G,76,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.513,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Allen_Iverson_headshot.jpg/330px-Allen_Iverson_headshot.jpg
Allen Iverson,PHI,1998,G,80,22.0,3.7,6.2,2.2,0.3,0.461,0.298,0.535,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Allen_Iverson_headshot.jpg/330px-Allen_Iverson_headshot.jpg
Allen Iverson,PHI,1999,G,48,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.508,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Allen_Iverson_headshot.jpg/330px-Allen_Iverson_headshot.jpg
Allen Iverson,PHI,2000,G,70,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.496,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Allen_Iverson_headshot.jpg/330px-Allen_Iverson_headshot.jpg
Allen Iverson,PHI,2001,G,71,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.518,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Allen_Iverson_headshot.jpg/330px-Allen_Iverson_headshot.jpg
Allen Leavell,HOU,1980,G,77,10.9,2.4,5.4,1.6,0.4,0.503,0.158,0.56,
Allen Leavell,HOU,1981,G,79,8.1,1.7,4.9,1.2,0.2,0.471,0.118,0.523,
Allen Leavell,HOU,1982,G,79,10.9,2.1,5.8,1.9,0.2,0.467,0.29,0.507,
Allen Leavell,HOU,1983,G,79,14.8,2.5,6.7,2.1,0.2,0.415,0.24,0.49,
Allen Leavell,HOU,1984,G,82,11.5,1.4,5.6,1.3,0.1,0.477,0.155,0.553,
Allen Leavell,HOU,1985,G,42,5.4,0.9,2.4,0.5,0.1,0.421,0.216,0.487,
Allen Leavell,HOU,1986,G,74,7.9,0.9,3.2,0.8,0.1,0.463,0.358,0.553,
Allen Leavell,HOU,1987,G,53,7.8,1.2,4.2,1.0,0.2,0.411,0.316,0.502,
Allen Leavell,HOU,1988,G,80,10.2,1.9,5.1,1.6,0.1,0.437,0.216,0.527,
Allen Leavell,HOU,1989,G,55,3.3,1.0,2.3,0.5,0.1,0.346,0.122,0.417,
Alonzo Bradley,HOU,1978,F,43,7.0,2.3,1.3,0.4,0.1,0.428,0.0,0.459,
Alonzo Bradley,HOU,1979,F,34,2.8,1.4,0.5,0.1,0.0,0.42,0.0,0.468,
Alonzo Bradley,HOU,1980,F,22,1.9,0.3,0.1,0.1,0.0,0.354,1.0,0.395,
Alonzo Mourning,CHH,1993,C,78,21.0,10.3,1.0,0.3,3.5,0.511,0.0,0.586,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,CHH,1994,C,60,21.4,10.2,1.4,0.5,3.1,0.505,0.0,0.588,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,CHH,1995,C,77,21.3,9.9,1.4,0.6,2.9,0.519,0.324,0.593,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,1996,C,70,23.2,10.4,2.3,1.0,2.7,0.523,0.3,0.584,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,1997,C,66,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.578,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,1998,C,58,19.2,9.6,0.9,0.7,2.2,0.551,0.0,0.595,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,1999,C,46,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.563,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,2000,C,79,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.596,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alonzo Mourning,MIA,2001,C,13,13.6,7.8,0.9,0.3,2.4,0.518,0.0,0.536,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alonzo_Mourning.jpg/330px-Alonzo_Mourning.jpg
Alton Lister,MIL,1982,C,80,4.5,4.8,1.1,0.2,1.5,0.519,0.0,0.531,
Alton Lister,MIL,1983,F,80,8.4,7.1,1.4,0.6,2.2,0.529,0.0,0.543,
Alton Lister,MIL,1984,F,82,7.6,7.4,1.3,0.5,1.7,0.5,0.0,0.529,
Alton Lister,MIL,1985,C,81,9.9,8.0,1.6,0.6,2.1,0.538,0.0,0.559,
Alton Lister,MIL,1986,C,81,9.8,7.3,1.2,0.6,1.8,0.551,0.0,0.573,
Alton Lister,SEA,1987,C,75,11.6,9.4,1.5,0.4,2.4,0.504,0.0,0.542,
Alton Lister,SEA,1988,C,82,5.6,7.6,0.7,0.3,1.7,0.504,0.5,0.541,
Alton Lister,SEA,1989,C,82,8.0,6.6,0.7,0.3,2.2,0.499,0.0,0.529,
Alton Lister,GS,1991,C,77,6.4,6.3,1.2,0.3,1.2,0.478,0.0,0.509,
Alton Lister,GS,1992,C,26,3.9,3.5,0.5,0.2,0.6,0.557,0.0,0.545,
Alton Lister,GS,1993,C,20,2.2,2.2,0.2,0.0,0.5,0.452,0.0,0.472,
Alton Lister,MIL,1995,C,60,2.8,3.9,0.2,0.3,0.9,0.493,0.0,0.507,
Alton Lister,,1996,C,64,2.2,4.4,0.3,0.1,0.7,0.486,0.0,0.537,
Alton Lister,BOS,1996,C,57,2.3,4.4,0.3,0.1,0.7,0.49,0.0,0.539,
Alton Lister,BOS,1997,C,53,1.6,3.2,0.2,0.2,0.3,0.416,0.0,0.48,
Alvan Adams,PHX,1976,C,80,19.0,9.1,5.6,1.5,1.4,0.469,0.0,0.507,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1977,C,72,18.0,9.1,4.5,1.3,1.2,0.474,0.0,0.519,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1978,C,70,15.5,8.1,3.2,1.2,0.9,0.485,0.0,0.528,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1979,C,77,17.8,9.2,4.7,1.4,0.8,0.53,0.0,0.57,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1980,C,75,14.9,8.1,4.3,1.4,0.7,0.531,0.0,0.571,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1981,C,75,14.9,7.3,4.6,1.4,0.9,0.526,0.0,0.567,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1982,C,79,15.1,7.4,4.5,1.4,1.0,0.494,0.0,0.529,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1983,C,80,14.2,6.8,4.7,1.4,0.9,0.486,0.333,0.527,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1984,C,70,9.6,4.6,3.1,1.0,0.4,0.462,0.0,0.513,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1985,F,82,14.7,6.1,3.8,1.4,0.6,0.52,0.0,0.578,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1986,C,78,10.8,6.1,4.2,1.3,0.6,0.502,0.0,0.547,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1987,C,68,11.1,5.0,3.3,0.9,0.5,0.503,0.0,0.546,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvan Adams,PHX,1988,C,82,7.5,4.5,2.2,1.0,0.5,0.496,0.5,0.543,https://upload.wikimedia.org/wikipedia/commons/c/cf/Alvan_Adams_-_Phoenix_Suns.jpg
Alvin Robertson,SA,1985,G,79,9.2,3.4,3.5,1.6,0.3,0.498,0.364,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,SA,1986,G,82,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.563,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,SA,1987,G,81,17.7,5.2,5.2,3.2,0.4,0.466,0.271,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,SA,1988,G,82,19.6,6.1,6.8,3.0,0.8,0.465,0.284,0.513,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,SA,1989,G,65,17.3,5.9,6.0,3.0,0.6,0.483,0.2,0.523,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,MIL,1990,G,81,14.2,6.9,5.5,2.6,0.2,0.503,0.154,0.542,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,MIL,1991,G,81,13.6,5.7,5.5,3.0,0.2,0.485,0.365,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,MIL,1992,G,82,12.3,4.3,4.4,2.6,0.4,0.43,0.319,0.5,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,,1993,G,69,9.0,3.9,3.8,2.2,0.3,0.458,0.328,0.519,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,MIL,1993,G,39,8.7,3.5,4.0,2.3,0.2,0.479,0.309,0.528,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,DET,1993,G,30,9.3,4.4,3.6,2.2,0.3,0.434,0.343,0.508,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Robertson,TOR,1996,G,77,9.3,4.4,4.2,2.2,0.5,0.47,0.272,0.531,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alvin_Robertson_Spurs.jpg/330px-Alvin_Robertson_Spurs.jpg
Alvin Scott,PHX,1978,F,81,6.1,4.4,1.1,0.6,0.5,0.488,0.0,0.543,
Alvin Scott,PHX,1979,F,81,6.7,4.4,1.6,1.0,0.8,0.535,0.0,0.579,
Alvin Scott,PHX,1980,F,79,4.4,2.9,1.2,0.6,0.7,0.422,0.333,0.493,
Alvin Scott,PHX,1981,F,82,5.4,3.3,1.4,0.7,0.9,0.497,0.167,0.55,
Alvin Scott,PHX,1982,F,81,6.0,3.6,1.8,0.7,0.9,0.497,0.0,0.546,
Alvin Scott,PHX,1983,F,81,4.1,2.8,1.2,0.6,0.4,0.479,0.0,0.535,
Alvin Scott,PHX,1984,F,65,2.6,1.5,0.7,0.3,0.3,0.444,0.5,0.536,
Alvin Scott,PHX,1985,F,77,3.6,2.1,1.6,0.5,0.3,0.429,0.2,0.473,
Alvin Williams,,1998,G,54,6.0,1.5,1.9,0.7,0.1,0.443,0.321,0.504,
Alvin Williams,POR,1998,G,41,6.9,1.5,2.0,0.7,0.0,0.458,0.292,0.519,
Alvin Williams,TOR,1998,G,13,3.2,1.6,1.5,0.6,0.1,0.364,0.5,0.42,
Alvin Williams,TOR,1999,G,50,5.0,1.6,2.6,1.0,0.2,0.401,0.333,0.477,
Alvin Williams,TOR,2000,G,55,5.3,1.5,2.3,0.6,0.2,0.397,0.291,0.463,
Alvin Williams,TOR,2001,G,82,9.8,2.6,5.0,1.5,0.3,0.43,0.306,0.483,
Amal McCaskill,ORL,1997,C,17,1.6,1.3,0.4,0.2,0.3,0.313,0.0,0.376,
Andrae Patterson,MIN,1999,F,35,3.3,1.9,0.4,0.5,0.2,0.443,0.0,0.505,
Andre McCarter,KCK,1977,G,59,4.6,0.9,1.7,0.4,0.0,0.463,0.0,0.488,
Andre McCarter,WSB,1981,G,43,2.8,0.9,1.7,0.3,0.0,0.378,0.25,0.419,
Andre Miller,CLE,2000,G,82,11.1,3.4,5.8,1.0,0.2,0.449,0.204,0.517,
Andre Miller,CLE,2001,G,82,15.8,4.4,8.0,1.5,0.3,0.452,0.266,0.541,
Andre Moore,,1988,F,10,2.4,1.4,0.6,0.2,0.1,0.333,0.0,0.393,
Andre Spencer,,1993,F,20,9.3,4.0,1.2,0.8,0.3,0.448,0.0,0.501,
Andre Spencer,GS,1993,F,17,11.0,4.7,1.4,0.9,0.4,0.456,0.0,0.509,
Andre Spencer,,1994,F,28,5.7,2.6,0.8,0.7,0.2,0.441,0.0,0.523,
Andre Spencer,SAC,1994,F,23,6.0,2.7,0.8,0.8,0.2,0.43,0.0,0.522,
Andre Turner,HOU,1988,G,12,2.9,0.7,1.9,0.6,0.1,0.353,0.143,0.436,
Andre Turner,,1990,G,11,2.4,0.7,2.1,0.7,0.0,0.289,0.0,0.327,
Andre Turner,PHI,1991,G,70,5.9,2.2,4.4,0.9,0.0,0.439,0.364,0.489,
Andre Turner,WSB,1992,G,70,4.1,1.3,2.5,0.8,0.0,0.425,0.063,0.482,
Andre Wakefield,,1979,G,73,2.4,1.0,1.0,0.3,0.0,0.35,0.0,0.415,
Andre Wakefield,DET,1979,G,71,2.4,1.1,1.0,0.3,0.0,0.352,0.0,0.417,
Andres Guibert,MIN,1995,F,17,2.6,2.6,0.6,0.5,0.1,0.34,0.0,0.406,
Andrew DeClercq,GS,1996,C,22,2.7,1.8,0.4,0.3,0.2,0.48,0.0,0.505,
Andrew DeClercq,GS,1997,C,71,5.3,4.2,0.5,0.5,0.4,0.52,0.0,0.552,
Andrew DeClercq,BOS,1998,C,81,5.4,4.8,0.7,1.0,0.6,0.497,0.0,0.53,
Andrew DeClercq,,1999,C,47,7.9,5.4,0.7,1.1,0.6,0.5,0.0,0.549,
Andrew DeClercq,BOS,1999,C,14,5.4,4.5,0.7,0.9,0.6,0.491,0.0,0.538,
Andrew DeClercq,CLE,1999,C,33,9.0,5.8,0.6,1.1,0.6,0.502,0.0,0.552,
Andrew DeClercq,CLE,2000,C,82,6.6,5.4,0.7,0.8,0.8,0.508,0.0,0.53,
Andrew DeClercq,ORL,2001,C,67,3.9,3.5,0.5,0.6,0.5,0.554,0.0,0.57,
Andrew Gaze,SA,1999,G,19,1.1,0.3,0.3,0.1,0.1,0.32,0.313,0.42,
Andrew Lang,PHX,1989,C,62,2.6,2.4,0.1,0.3,0.8,0.513,0.0,0.554,
Andrew Lang,PHX,1990,C,74,3.5,3.7,0.3,0.3,1.8,0.557,0.0,0.594,
Andrew Lang,PHX,1991,C,63,4.9,4.8,0.4,0.3,2.0,0.577,0.0,0.632,
Andrew Lang,PHX,1992,C,81,7.7,6.7,0.5,0.6,2.5,0.522,0.0,0.568,
Andrew Lang,PHI,1993,C,73,5.3,6.0,1.1,0.6,1.9,0.425,0.2,0.481,
Andrew Lang,ATL,1994,C,82,6.1,3.8,0.6,0.5,1.1,0.469,0.25,0.499,
Andrew Lang,ATL,1995,C,82,9.7,5.6,0.9,0.5,1.8,0.473,0.667,0.523,
Andrew Lang,,1996,C,71,11.7,6.4,0.9,0.6,1.8,0.447,0.2,0.484,
Andrew Lang,ATL,1996,C,51,12.9,6.5,1.2,0.7,1.7,0.454,0.0,0.49,
Andrew Lang,MIN,1996,C,20,8.8,6.0,0.1,0.3,2.0,0.421,0.5,0.466,
Andrew Lang,MIL,1997,C,52,5.3,5.3,0.5,0.5,0.9,0.464,0.0,0.498,
Andrew Lang,MIL,1998,C,57,2.7,2.7,0.3,0.3,0.5,0.378,0.0,0.452,
Andrew Lang,CHI,1999,C,21,3.8,4.4,0.6,0.2,0.6,0.323,0.0,0.367,
Andrew Lang,NY,2000,C,19,3.1,3.2,0.2,0.4,0.3,0.438,0.0,0.44,
Andrew Levane,SYR,1950,F,60,5.5,0.0,2.6,0.0,0.0,0.333,0.0,0.365,
